Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Servicios;Horas no trabajadas por compensación horas extras;2019T3;0
Servicios;Horas no trabajadas por compensación horas extras;2019T2;0
Servicios;Horas no trabajadas por compensación horas extras;2019T1;0
Servicios;Horas no trabajadas por compensación horas extras;2018T4;0
Servicios;Horas no trabajadas por compensación horas extras;2018T3;0
Servicios;Horas no trabajadas por compensación horas extras;2018T2;0
Servicios;Horas no trabajadas por compensación horas extras;2018T1;0
Servicios;Horas no trabajadas por compensación horas extras;2017T4;0
Servicios;Horas no trabajadas por compensación horas extras;2017T3;0
Servicios;Horas no trabajadas por compensación horas extras;2017T2;0
Servicios;Horas no trabajadas por compensación horas extras;2017T1;0
Servicios;Horas no trabajadas por compensación horas extras;2016T4;0
Servicios;Horas no trabajadas por compensación horas extras;2016T3;0
Servicios;Horas no trabajadas por compensación horas extras;2016T2;0
Servicios;Horas no trabajadas por compensación horas extras;2016T1;0
Servicios;Horas no trabajadas por compensación horas extras;2015T4;0
Servicios;Horas no trabajadas por compensación horas extras;2015T3;0
Servicios;Horas no trabajadas por compensación horas extras;2015T2;0
Servicios;Horas no trabajadas por compensación horas extras;2015T1;0
Servicios;Horas no trabajadas por compensación horas extras;2014T4;0
Servicios;Horas no trabajadas por compensación horas extras;2014T3;0
Servicios;Horas no trabajadas por compensación horas extras;2014T2;0
Servicios;Horas no trabajadas por compensación horas extras;2014T1;0
Servicios;Horas no trabajadas por compensación horas extras;2013T4;0
Servicios;Horas no trabajadas por compensación horas extras;2013T3;0
Servicios;Horas no trabajadas por compensación horas extras;2013T2;0
Servicios;Horas no trabajadas por compensación horas extras;2013T1;0
Servicios;Horas no trabajadas por compensación horas extras;2012T4;0
Servicios;Horas no trabajadas por compensación horas extras;2012T3;0
Servicios;Horas no trabajadas por compensación horas extras;2012T2;0
Servicios;Horas no trabajadas por compensación horas extras;2012T1;0
Servicios;Horas no trabajadas por compensación horas extras;2011T4;0
Servicios;Horas no trabajadas por compensación horas extras;2011T3;0
Servicios;Horas no trabajadas por compensación horas extras;2011T2;0
Servicios;Horas no trabajadas por compensación horas extras;2011T1;0
Servicios;Horas no trabajadas por compensación horas extras;2010T4;0
Servicios;Horas no trabajadas por compensación horas extras;2010T3;0
Servicios;Horas no trabajadas por compensación horas extras;2010T2;0
Servicios;Horas no trabajadas por compensación horas extras;2010T1;0
Servicios;Horas no trabajadas por compensación horas extras;2009T4;0
Servicios;Horas no trabajadas por compensación horas extras;2009T3;0
Servicios;Horas no trabajadas por compensación horas extras;2009T2;0
Servicios;Horas no trabajadas por compensación horas extras;2009T1;0
Servicios;Horas no trabajadas por compensación horas extras;2008T4;0
Servicios;Horas no trabajadas por compensación horas extras;2008T3;0
Servicios;Horas no trabajadas por compensación horas extras;2008T2;0
Servicios;Horas no trabajadas por compensación horas extras;2008T1;0
Servicios;Otras horas no trabajadas y remuneradas;2024T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2024T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2024T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2024T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2023T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2023T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2023T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2023T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2022T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2022T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2022T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2022T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2021T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2021T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2021T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2021T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2020T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2020T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2020T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2020T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2019T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2019T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2019T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2019T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2018T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2018T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2018T2;0,2
Servicios;Otras horas no trabajadas y remuneradas;2018T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2017T4;0,2
Servicios;Otras horas no trabajadas y remuneradas;2017T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2017T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2017T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2016T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2016T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2016T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2016T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2015T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2015T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2015T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2015T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2014T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2014T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2014T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2014T1;0,2
Servicios;Otras horas no trabajadas y remuneradas;2013T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2013T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2013T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2013T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2012T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2012T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2012T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2012T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2011T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2011T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2011T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2011T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2010T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2010T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2010T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2010T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2009T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2009T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2009T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2009T1;0,3
Servicios;Otras horas no trabajadas y remuneradas;2008T4;0,3
Servicios;Otras horas no trabajadas y remuneradas;2008T3;0,2
Servicios;Otras horas no trabajadas y remuneradas;2008T2;0,3
Servicios;Otras horas no trabajadas y remuneradas;2008T1;0,3
Servicios;Horas perdidas en el lugar de trabajo;2024T4;0
Servicios;Horas perdidas en el lugar de trabajo;2024T3;0
Servicios;Horas perdidas en el lugar de trabajo;2024T2;0
Servicios;Horas perdidas en el lugar de trabajo;2024T1;0
Servicios;Horas perdidas en el lugar de trabajo;2023T4;0
Servicios;Horas perdidas en el lugar de trabajo;2023T3;0
Servicios;Horas perdidas en el lugar de trabajo;2023T2;0
Servicios;Horas perdidas en el lugar de trabajo;2023T1;0
Servicios;Horas perdidas en el lugar de trabajo;2022T4;0
Servicios;Horas perdidas en el lugar de trabajo;2022T3;0
Servicios;Horas perdidas en el lugar de trabajo;2022T2;0
Servicios;Horas perdidas en el lugar de trabajo;2022T1;0
Servicios;Horas perdidas en el lugar de trabajo;2021T4;0
Servicios;Horas perdidas en el lugar de trabajo;2021T3;0
Servicios;Horas perdidas en el lugar de trabajo;2021T2;0
Servicios;Horas perdidas en el lugar de trabajo;2021T1;0
Servicios;Horas perdidas en el lugar de trabajo;2020T4;0
Servicios;Horas perdidas en el lugar de trabajo;2020T3;0
Servicios;Horas perdidas en el lugar de trabajo;2020T2;0,1
Servicios;Horas perdidas en el lugar de trabajo;2020T1;0
Servicios;Horas perdidas en el lugar de trabajo;2019T4;0
Servicios;Horas perdidas en el lugar de trabajo;2019T3;0
Servicios;Horas perdidas en el lugar de trabajo;2019T2;0
Servicios;Horas perdidas en el lugar de trabajo;2019T1;0
Servicios;Horas perdidas en el lugar de trabajo;2018T4;0
Servicios;Horas perdidas en el lugar de trabajo;2018T3;0
Servicios;Horas perdidas en el lugar de trabajo;2018T2;0
Servicios;Horas perdidas en el lugar de trabajo;2018T1;0
Servicios;Horas perdidas en el lugar de trabajo;2017T4;0
Servicios;Horas perdidas en el lugar de trabajo;2017T3;0
Servicios;Horas perdidas en el lugar de trabajo;2017T2;0
Servicios;Horas perdidas en el lugar de trabajo;2017T1;0
Servicios;Horas perdidas en el lugar de trabajo;2016T4;0
Servicios;Horas perdidas en el lugar de trabajo;2016T3;0
Servicios;Horas perdidas en el lugar de trabajo;2016T2;0
Servicios;Horas perdidas en el lugar de trabajo;2016T1;0
Servicios;Horas perdidas en el lugar de trabajo;2015T4;0
Servicios;Horas perdidas en el lugar de trabajo;2015T3;0
Servicios;Horas perdidas en el lugar de trabajo;2015T2;0
Servicios;Horas perdidas en el lugar de trabajo;2015T1;0
Servicios;Horas perdidas en el lugar de trabajo;2014T4;0
Servicios;Horas perdidas en el lugar de trabajo;2014T3;0
Servicios;Horas perdidas en el lugar de trabajo;2014T2;0
Servicios;Horas perdidas en el lugar de trabajo;2014T1;0
Servicios;Horas perdidas en el lugar de trabajo;2013T4;0
Servicios;Horas perdidas en el lugar de trabajo;2013T3;0
Servicios;Horas perdidas en el lugar de trabajo;2013T2;0
Servicios;Horas perdidas en el lugar de trabajo;2013T1;0
Servicios;Horas perdidas en el lugar de trabajo;2012T4;0
Servicios;Horas perdidas en el lugar de trabajo;2012T3;0
Servicios;Horas perdidas en el lugar de trabajo;2012T2;0
Servicios;Horas perdidas en el lugar de trabajo;2012T1;0
Servicios;Horas perdidas en el lugar de trabajo;2011T4;0
Servicios;Horas perdidas en el lugar de trabajo;2011T3;0
Servicios;Horas perdidas en el lugar de trabajo;2011T2;0
Servicios;Horas perdidas en el lugar de trabajo;2011T1;0
Servicios;Horas perdidas en el lugar de trabajo;2010T4;0
Servicios;Horas perdidas en el lugar de trabajo;2010T3;0
Servicios;Horas perdidas en el lugar de trabajo;2010T2;0
Servicios;Horas perdidas en el lugar de trabajo;2010T1;0
Servicios;Horas perdidas en el lugar de trabajo;2009T4;0,1
Servicios;Horas perdidas en el lugar de trabajo;2009T3;0
Servicios;Horas perdidas en el lugar de trabajo;2009T2;0
Servicios;Horas perdidas en el lugar de trabajo;2009T1;0,1
Servicios;Horas perdidas en el lugar de trabajo;2008T4;0
Servicios;Horas perdidas en el lugar de trabajo;2008T3;0
Servicios;Horas perdidas en el lugar de trabajo;2008T2;0
Servicios;Horas perdidas en el lugar de trabajo;2008T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2024T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2024T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2024T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2024T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2023T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2023T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2023T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2023T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2022T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2022T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2022T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2022T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2021T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2021T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2021T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2021T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2020T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2020T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2020T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2020T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2019T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2019T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2019T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2019T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2018T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2018T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2018T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2018T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2017T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2017T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2017T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2017T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2016T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2016T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2016T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2016T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2015T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2015T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2015T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2015T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2014T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2014T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2014T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2014T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2013T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2013T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2013T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2013T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2012T4;0,2
Servicios;Horas no trabajadas por conflictividad laboral;2012T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2012T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2012T1;0,1
Servicios;Horas no trabajadas por conflictividad laboral;2011T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2011T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2011T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2011T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2010T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2010T3;0,1
Servicios;Horas no trabajadas por conflictividad laboral;2010T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2010T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2009T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2009T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2009T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2009T1;0
Servicios;Horas no trabajadas por conflictividad laboral;2008T4;0
Servicios;Horas no trabajadas por conflictividad laboral;2008T3;0
Servicios;Horas no trabajadas por conflictividad laboral;2008T2;0
Servicios;Horas no trabajadas por conflictividad laboral;2008T1;0
Servicios;Horas no trabajadas por otras causas;2024T4;0,3
Servicios;Horas no trabajadas por otras causas;2024T3;0,3
Servicios;Horas no trabajadas por otras causas;2024T2;0,3
Servicios;Horas no trabajadas por otras causas;2024T1;0,3
Servicios;Horas no trabajadas por otras causas;2023T4;0,3
Servicios;Horas no trabajadas por otras causas;2023T3;0,3
Servicios;Horas no trabajadas por otras causas;2023T2;0,3
Servicios;Horas no trabajadas por otras causas;2023T1;0,3
Servicios;Horas no trabajadas por otras causas;2022T4;0,3
Servicios;Horas no trabajadas por otras causas;2022T3;0,3
Servicios;Horas no trabajadas por otras causas;2022T2;0,3
Servicios;Horas no trabajadas por otras causas;2022T1;0,3
Servicios;Horas no trabajadas por otras causas;2021T4;0,3
Servicios;Horas no trabajadas por otras causas;2021T3;0,3
Servicios;Horas no trabajadas por otras causas;2021T2;0,3
Servicios;Horas no trabajadas por otras causas;2021T1;0,3
Servicios;Horas no trabajadas por otras causas;2020T4;0,3
Servicios;Horas no trabajadas por otras causas;2020T3;0,4
Servicios;Horas no trabajadas por otras causas;2020T2;0,4
Servicios;Horas no trabajadas por otras causas;2020T1;0,3
Servicios;Horas no trabajadas por otras causas;2019T4;0,3
Servicios;Horas no trabajadas por otras causas;2019T3;0,3
Servicios;Horas no trabajadas por otras causas;2019T2;0,3
Servicios;Horas no trabajadas por otras causas;2019T1;0,3
Servicios;Horas no trabajadas por otras causas;2018T4;0,3
Servicios;Horas no trabajadas por otras causas;2018T3;0,3
Servicios;Horas no trabajadas por otras causas;2018T2;0,3
Servicios;Horas no trabajadas por otras causas;2018T1;0,3
Servicios;Horas no trabajadas por otras causas;2017T4;0,3
Servicios;Horas no trabajadas por otras causas;2017T3;0,3
Servicios;Horas no trabajadas por otras causas;2017T2;0,3
