Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 200 o más;Construcción;Coste salarial total por hora;2013T2;21,68
De 200 o más;Construcción;Coste salarial total por hora;2013T1;17,84
De 200 o más;Construcción;Coste salarial total por hora;2012T4;20,9
De 200 o más;Construcción;Coste salarial total por hora;2012T3;20,44
De 200 o más;Construcción;Coste salarial total por hora;2012T2;20,45
De 200 o más;Construcción;Coste salarial total por hora;2012T1;17,11
De 200 o más;Construcción;Coste salarial total por hora;2011T4;20,09
De 200 o más;Construcción;Coste salarial total por hora;2011T3;19,5
De 200 o más;Construcción;Coste salarial total por hora;2011T2;19,88
De 200 o más;Construcción;Coste salarial total por hora;2011T1;17,04
De 200 o más;Construcción;Coste salarial total por hora;2010T4;20,95
De 200 o más;Construcción;Coste salarial total por hora;2010T3;17,56
De 200 o más;Construcción;Coste salarial total por hora;2010T2;18,4
De 200 o más;Construcción;Coste salarial total por hora;2010T1;16,34
De 200 o más;Construcción;Coste salarial total por hora;2009T4;19,47
De 200 o más;Construcción;Coste salarial total por hora;2009T3;17,62
De 200 o más;Construcción;Coste salarial total por hora;2009T2;18,29
De 200 o más;Construcción;Coste salarial total por hora;2009T1;16,4
De 200 o más;Construcción;Coste salarial total por hora;2008T4;18,72
De 200 o más;Construcción;Coste salarial total por hora;2008T3;17,01
De 200 o más;Construcción;Coste salarial total por hora;2008T2;17,14
De 200 o más;Construcción;Coste salarial total por hora;2008T1;16,36
De 200 o más;Construcción;Coste salarial ordinario por hora;2024T4;17,68
De 200 o más;Construcción;Coste salarial ordinario por hora;2024T3;18,41
De 200 o más;Construcción;Coste salarial ordinario por hora;2024T2;16,4
De 200 o más;Construcción;Coste salarial ordinario por hora;2024T1;16,97
De 200 o más;Construcción;Coste salarial ordinario por hora;2023T4;17,45
De 200 o más;Construcción;Coste salarial ordinario por hora;2023T3;18,25
De 200 o más;Construcción;Coste salarial ordinario por hora;2023T2;16,84
De 200 o más;Construcción;Coste salarial ordinario por hora;2023T1;16,01
De 200 o más;Construcción;Coste salarial ordinario por hora;2022T4;16,99
De 200 o más;Construcción;Coste salarial ordinario por hora;2022T3;17,75
De 200 o más;Construcción;Coste salarial ordinario por hora;2022T2;15,96
De 200 o más;Construcción;Coste salarial ordinario por hora;2022T1;15,5
De 200 o más;Construcción;Coste salarial ordinario por hora;2021T4;17,01
De 200 o más;Construcción;Coste salarial ordinario por hora;2021T3;17,45
De 200 o más;Construcción;Coste salarial ordinario por hora;2021T2;16,05
De 200 o más;Construcción;Coste salarial ordinario por hora;2021T1;15,94
De 200 o más;Construcción;Coste salarial ordinario por hora;2020T4;17,89
De 200 o más;Construcción;Coste salarial ordinario por hora;2020T3;17,64
De 200 o más;Construcción;Coste salarial ordinario por hora;2020T2;17,08
De 200 o más;Construcción;Coste salarial ordinario por hora;2020T1;15,85
De 200 o más;Construcción;Coste salarial ordinario por hora;2019T4;16,83
De 200 o más;Construcción;Coste salarial ordinario por hora;2019T3;16,98
De 200 o más;Construcción;Coste salarial ordinario por hora;2019T2;16,02
De 200 o más;Construcción;Coste salarial ordinario por hora;2019T1;15,37
De 200 o más;Construcción;Coste salarial ordinario por hora;2018T4;17
De 200 o más;Construcción;Coste salarial ordinario por hora;2018T3;17,34
De 200 o más;Construcción;Coste salarial ordinario por hora;2018T2;15,81
De 200 o más;Construcción;Coste salarial ordinario por hora;2018T1;15,7
De 200 o más;Construcción;Coste salarial ordinario por hora;2017T4;16,98
De 200 o más;Construcción;Coste salarial ordinario por hora;2017T3;17,79
De 200 o más;Construcción;Coste salarial ordinario por hora;2017T2;16,57
De 200 o más;Construcción;Coste salarial ordinario por hora;2017T1;15,7
De 200 o más;Construcción;Coste salarial ordinario por hora;2016T4;17,92
De 200 o más;Construcción;Coste salarial ordinario por hora;2016T3;19
De 200 o más;Construcción;Coste salarial ordinario por hora;2016T2;16,43
De 200 o más;Construcción;Coste salarial ordinario por hora;2016T1;17,1
De 200 o más;Construcción;Coste salarial ordinario por hora;2015T4;17,78
De 200 o más;Construcción;Coste salarial ordinario por hora;2015T3;19,13
De 200 o más;Construcción;Coste salarial ordinario por hora;2015T2;17,74
De 200 o más;Construcción;Coste salarial ordinario por hora;2015T1;16,86
De 200 o más;Construcción;Coste salarial ordinario por hora;2014T4;18,05
De 200 o más;Construcción;Coste salarial ordinario por hora;2014T3;19,91
De 200 o más;Construcción;Coste salarial ordinario por hora;2014T2;18,22
De 200 o más;Construcción;Coste salarial ordinario por hora;2014T1;16,99
De 200 o más;Construcción;Coste salarial ordinario por hora;2013T4;17,04
De 200 o más;Construcción;Coste salarial ordinario por hora;2013T3;18,84
De 200 o más;Construcción;Coste salarial ordinario por hora;2013T2;16,42
De 200 o más;Construcción;Coste salarial ordinario por hora;2013T1;16,96
De 200 o más;Construcción;Coste salarial ordinario por hora;2012T4;17,11
De 200 o más;Construcción;Coste salarial ordinario por hora;2012T3;18,2
De 200 o más;Construcción;Coste salarial ordinario por hora;2012T2;16,54
De 200 o más;Construcción;Coste salarial ordinario por hora;2012T1;15,55
De 200 o más;Construcción;Coste salarial ordinario por hora;2011T4;16,57
De 200 o más;Construcción;Coste salarial ordinario por hora;2011T3;17,54
De 200 o más;Construcción;Coste salarial ordinario por hora;2011T2;15,87
De 200 o más;Construcción;Coste salarial ordinario por hora;2011T1;15,04
De 200 o más;Construcción;Coste salarial ordinario por hora;2010T4;16
De 200 o más;Construcción;Coste salarial ordinario por hora;2010T3;16,07
De 200 o más;Construcción;Coste salarial ordinario por hora;2010T2;14,66
De 200 o más;Construcción;Coste salarial ordinario por hora;2010T1;14,26
De 200 o más;Construcción;Coste salarial ordinario por hora;2009T4;15,59
De 200 o más;Construcción;Coste salarial ordinario por hora;2009T3;16,5
De 200 o más;Construcción;Coste salarial ordinario por hora;2009T2;15,17
De 200 o más;Construcción;Coste salarial ordinario por hora;2009T1;14,96
De 200 o más;Construcción;Coste salarial ordinario por hora;2008T4;14,97
De 200 o más;Construcción;Coste salarial ordinario por hora;2008T3;15,87
De 200 o más;Construcción;Coste salarial ordinario por hora;2008T2;13,99
De 200 o más;Construcción;Coste salarial ordinario por hora;2008T1;14,19
De 200 o más;Construcción;Otros costes por hora;2024T4;8,58
De 200 o más;Construcción;Otros costes por hora;2024T3;8,92
De 200 o más;Construcción;Otros costes por hora;2024T2;8,33
De 200 o más;Construcción;Otros costes por hora;2024T1;8,36
De 200 o más;Construcción;Otros costes por hora;2023T4;8,52
De 200 o más;Construcción;Otros costes por hora;2023T3;8,69
De 200 o más;Construcción;Otros costes por hora;2023T2;8,13
De 200 o más;Construcción;Otros costes por hora;2023T1;7,79
De 200 o más;Construcción;Otros costes por hora;2022T4;7,92
De 200 o más;Construcción;Otros costes por hora;2022T3;8,15
De 200 o más;Construcción;Otros costes por hora;2022T2;7,56
De 200 o más;Construcción;Otros costes por hora;2022T1;7,29
De 200 o más;Construcción;Otros costes por hora;2021T4;8,06
De 200 o más;Construcción;Otros costes por hora;2021T3;8,33
De 200 o más;Construcción;Otros costes por hora;2021T2;8,02
De 200 o más;Construcción;Otros costes por hora;2021T1;7,96
De 200 o más;Construcción;Otros costes por hora;2020T4;7,95
De 200 o más;Construcción;Otros costes por hora;2020T3;8
De 200 o más;Construcción;Otros costes por hora;2020T2;8,47
De 200 o más;Construcción;Otros costes por hora;2020T1;7,15
De 200 o más;Construcción;Otros costes por hora;2019T4;7,45
De 200 o más;Construcción;Otros costes por hora;2019T3;7,58
De 200 o más;Construcción;Otros costes por hora;2019T2;7,3
De 200 o más;Construcción;Otros costes por hora;2019T1;7,1
De 200 o más;Construcción;Otros costes por hora;2018T4;7,84
De 200 o más;Construcción;Otros costes por hora;2018T3;7,57
De 200 o más;Construcción;Otros costes por hora;2018T2;6,84
De 200 o más;Construcción;Otros costes por hora;2018T1;7,17
De 200 o más;Construcción;Otros costes por hora;2017T4;7,6
De 200 o más;Construcción;Otros costes por hora;2017T3;8,15
De 200 o más;Construcción;Otros costes por hora;2017T2;7,55
De 200 o más;Construcción;Otros costes por hora;2017T1;7,03
De 200 o más;Construcción;Otros costes por hora;2016T4;8,37
De 200 o más;Construcción;Otros costes por hora;2016T3;8,24
De 200 o más;Construcción;Otros costes por hora;2016T2;7,06
De 200 o más;Construcción;Otros costes por hora;2016T1;7,83
De 200 o más;Construcción;Otros costes por hora;2015T4;7,52
De 200 o más;Construcción;Otros costes por hora;2015T3;8,67
De 200 o más;Construcción;Otros costes por hora;2015T2;8,46
De 200 o más;Construcción;Otros costes por hora;2015T1;8,07
De 200 o más;Construcción;Otros costes por hora;2014T4;8,45
De 200 o más;Construcción;Otros costes por hora;2014T3;8,88
De 200 o más;Construcción;Otros costes por hora;2014T2;8,25
De 200 o más;Construcción;Otros costes por hora;2014T1;8,59
De 200 o más;Construcción;Otros costes por hora;2013T4;8,27
De 200 o más;Construcción;Otros costes por hora;2013T3;8,43
De 200 o más;Construcción;Otros costes por hora;2013T2;8,02
De 200 o más;Construcción;Otros costes por hora;2013T1;7,84
De 200 o más;Construcción;Otros costes por hora;2012T4;8,03
De 200 o más;Construcción;Otros costes por hora;2012T3;8,51
De 200 o más;Construcción;Otros costes por hora;2012T2;7,78
De 200 o más;Construcción;Otros costes por hora;2012T1;7,65
De 200 o más;Construcción;Otros costes por hora;2011T4;8,16
De 200 o más;Construcción;Otros costes por hora;2011T3;8,29
De 200 o más;Construcción;Otros costes por hora;2011T2;7,57
De 200 o más;Construcción;Otros costes por hora;2011T1;7,26
De 200 o más;Construcción;Otros costes por hora;2010T4;7,89
De 200 o más;Construcción;Otros costes por hora;2010T3;7,88
De 200 o más;Construcción;Otros costes por hora;2010T2;7,4
De 200 o más;Construcción;Otros costes por hora;2010T1;6,92
De 200 o más;Construcción;Otros costes por hora;2009T4;7,53
De 200 o más;Construcción;Otros costes por hora;2009T3;7,95
De 200 o más;Construcción;Otros costes por hora;2009T2;7,93
De 200 o más;Construcción;Otros costes por hora;2009T1;7,6
De 200 o más;Construcción;Otros costes por hora;2008T4;7,25
De 200 o más;Construcción;Otros costes por hora;2008T3;7,51
De 200 o más;Construcción;Otros costes por hora;2008T2;6,63
De 200 o más;Construcción;Otros costes por hora;2008T1;6,92
De 200 o más;Servicios;Coste laboral total por hora;2024T4;29,86
De 200 o más;Servicios;Coste laboral total por hora;2024T3;29,12
De 200 o más;Servicios;Coste laboral total por hora;2024T2;27,9
De 200 o más;Servicios;Coste laboral total por hora;2024T1;27,16
De 200 o más;Servicios;Coste laboral total por hora;2023T4;28,79
De 200 o más;Servicios;Coste laboral total por hora;2023T3;27,62
De 200 o más;Servicios;Coste laboral total por hora;2023T2;27,42
De 200 o más;Servicios;Coste laboral total por hora;2023T1;25,14
De 200 o más;Servicios;Coste laboral total por hora;2022T4;27,43
De 200 o más;Servicios;Coste laboral total por hora;2022T3;25,99
De 200 o más;Servicios;Coste laboral total por hora;2022T2;25,59
De 200 o más;Servicios;Coste laboral total por hora;2022T1;24,03
De 200 o más;Servicios;Coste laboral total por hora;2021T4;26,35
De 200 o más;Servicios;Coste laboral total por hora;2021T3;25,47
De 200 o más;Servicios;Coste laboral total por hora;2021T2;25,51
De 200 o más;Servicios;Coste laboral total por hora;2021T1;23,67
De 200 o más;Servicios;Coste laboral total por hora;2020T4;25,97
De 200 o más;Servicios;Coste laboral total por hora;2020T3;25,83
De 200 o más;Servicios;Coste laboral total por hora;2020T2;25,97
De 200 o más;Servicios;Coste laboral total por hora;2020T1;23,21
De 200 o más;Servicios;Coste laboral total por hora;2019T4;25,24
De 200 o más;Servicios;Coste laboral total por hora;2019T3;24,87
De 200 o más;Servicios;Coste laboral total por hora;2019T2;24,22
De 200 o más;Servicios;Coste laboral total por hora;2019T1;22,37
De 200 o más;Servicios;Coste laboral total por hora;2018T4;24,7
De 200 o más;Servicios;Coste laboral total por hora;2018T3;24,1
De 200 o más;Servicios;Coste laboral total por hora;2018T2;22,77
De 200 o más;Servicios;Coste laboral total por hora;2018T1;22,51
De 200 o más;Servicios;Coste laboral total por hora;2017T4;24,54
De 200 o más;Servicios;Coste laboral total por hora;2017T3;24,06
De 200 o más;Servicios;Coste laboral total por hora;2017T2;23,57
De 200 o más;Servicios;Coste laboral total por hora;2017T1;21,85
De 200 o más;Servicios;Coste laboral total por hora;2016T4;24,39
De 200 o más;Servicios;Coste laboral total por hora;2016T3;24,37
De 200 o más;Servicios;Coste laboral total por hora;2016T2;22,61
De 200 o más;Servicios;Coste laboral total por hora;2016T1;22,75
De 200 o más;Servicios;Coste laboral total por hora;2015T4;24,25
De 200 o más;Servicios;Coste laboral total por hora;2015T3;24
De 200 o más;Servicios;Coste laboral total por hora;2015T2;23,48
De 200 o más;Servicios;Coste laboral total por hora;2015T1;22,03
De 200 o más;Servicios;Coste laboral total por hora;2014T4;23,72
De 200 o más;Servicios;Coste laboral total por hora;2014T3;24,04
De 200 o más;Servicios;Coste laboral total por hora;2014T2;23,33
De 200 o más;Servicios;Coste laboral total por hora;2014T1;21,65
De 200 o más;Servicios;Coste laboral total por hora;2013T4;23,98
De 200 o más;Servicios;Coste laboral total por hora;2013T3;24,09
De 200 o más;Servicios;Coste laboral total por hora;2013T2;22,41
De 200 o más;Servicios;Coste laboral total por hora;2013T1;21,91
De 200 o más;Servicios;Coste laboral total por hora;2012T4;22,97
De 200 o más;Servicios;Coste laboral total por hora;2012T3;23,91
De 200 o más;Servicios;Coste laboral total por hora;2012T2;23,29
De 200 o más;Servicios;Coste laboral total por hora;2012T1;21,85
De 200 o más;Servicios;Coste laboral total por hora;2011T4;24,44
De 200 o más;Servicios;Coste laboral total por hora;2011T3;24,33
De 200 o más;Servicios;Coste laboral total por hora;2011T2;23,73
De 200 o más;Servicios;Coste laboral total por hora;2011T1;21,93
