Actividad económica CNAE-09;Periodo;Total
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2012T3;13
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2012T2;11,4
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2012T1;18
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2011T4;16,64
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2011T3;13,89
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2011T2;18,2
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2011T1;13,96
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2010T4;18,5
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2010T3;17,83
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2010T2;24,46
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2010T1;16,44
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2009T4;21,5
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2009T3;25,4
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2009T2;21,89
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2009T1;29,5
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2008T4;34,06
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2008T3;33,54
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2008T2;26,14
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2008T1;30
80 Actividades de seguridad e investigación;2024T4;13,43
80 Actividades de seguridad e investigación;2024T3;13,55
80 Actividades de seguridad e investigación;2024T2;13,59
80 Actividades de seguridad e investigación;2024T1;12,99
80 Actividades de seguridad e investigación;2023T4;12,7
80 Actividades de seguridad e investigación;2023T3;13,03
80 Actividades de seguridad e investigación;2023T2;12,9
80 Actividades de seguridad e investigación;2023T1;12,66
80 Actividades de seguridad e investigación;2022T4;12,2
80 Actividades de seguridad e investigación;2022T3;12,22
80 Actividades de seguridad e investigación;2022T2;12,41
80 Actividades de seguridad e investigación;2022T1;12,17
80 Actividades de seguridad e investigación;2021T4;11,87
80 Actividades de seguridad e investigación;2021T3;11,79
80 Actividades de seguridad e investigación;2021T2;11,72
80 Actividades de seguridad e investigación;2021T1;11,72
80 Actividades de seguridad e investigación;2020T4;11,81
80 Actividades de seguridad e investigación;2020T3;11,68
80 Actividades de seguridad e investigación;2020T2;11,55
80 Actividades de seguridad e investigación;2020T1;11,24
80 Actividades de seguridad e investigación;2019T4;11,17
80 Actividades de seguridad e investigación;2019T3;11,23
80 Actividades de seguridad e investigación;2019T2;11,15
80 Actividades de seguridad e investigación;2019T1;10,97
80 Actividades de seguridad e investigación;2018T4;10,78
80 Actividades de seguridad e investigación;2018T3;10,91
80 Actividades de seguridad e investigación;2018T2;10,95
80 Actividades de seguridad e investigación;2018T1;10,47
80 Actividades de seguridad e investigación;2017T4;10,57
80 Actividades de seguridad e investigación;2017T3;10,66
80 Actividades de seguridad e investigación;2017T2;10,89
80 Actividades de seguridad e investigación;2017T1;10,71
80 Actividades de seguridad e investigación;2016T4;10,86
80 Actividades de seguridad e investigación;2016T3;10,79
80 Actividades de seguridad e investigación;2016T2;11,13
80 Actividades de seguridad e investigación;2016T1;11,58
80 Actividades de seguridad e investigación;2015T4;11,07
80 Actividades de seguridad e investigación;2015T3;11,08
80 Actividades de seguridad e investigación;2015T2;11,13
80 Actividades de seguridad e investigación;2015T1;11,64
80 Actividades de seguridad e investigación;2014T4;11,33
80 Actividades de seguridad e investigación;2014T3;11,15
80 Actividades de seguridad e investigación;2014T2;11,2
80 Actividades de seguridad e investigación;2014T1;11,45
80 Actividades de seguridad e investigación;2013T4;10,68
80 Actividades de seguridad e investigación;2013T3;10,65
80 Actividades de seguridad e investigación;2013T2;10,44
80 Actividades de seguridad e investigación;2013T1;10,45
80 Actividades de seguridad e investigación;2012T4;10,48
80 Actividades de seguridad e investigación;2012T3;10,69
80 Actividades de seguridad e investigación;2012T2;10,69
80 Actividades de seguridad e investigación;2012T1;10,65
80 Actividades de seguridad e investigación;2011T4;10,46
80 Actividades de seguridad e investigación;2011T3;10,65
80 Actividades de seguridad e investigación;2011T2;10,6
80 Actividades de seguridad e investigación;2011T1;10,43
80 Actividades de seguridad e investigación;2010T4;10,24
80 Actividades de seguridad e investigación;2010T3;10,39
80 Actividades de seguridad e investigación;2010T2;10,33
80 Actividades de seguridad e investigación;2010T1;10,31
80 Actividades de seguridad e investigación;2009T4;10,15
80 Actividades de seguridad e investigación;2009T3;10,24
80 Actividades de seguridad e investigación;2009T2;9,98
80 Actividades de seguridad e investigación;2009T1;10,23
80 Actividades de seguridad e investigación;2008T4;10,11
80 Actividades de seguridad e investigación;2008T3;10,16
80 Actividades de seguridad e investigación;2008T2;10,34
80 Actividades de seguridad e investigación;2008T1;9,76
81 Servicios a edificios y actividades de jardinería;2024T4;12,84
81 Servicios a edificios y actividades de jardinería;2024T3;14,07
81 Servicios a edificios y actividades de jardinería;2024T2;14,15
81 Servicios a edificios y actividades de jardinería;2024T1;15,07
81 Servicios a edificios y actividades de jardinería;2023T4;12,92
81 Servicios a edificios y actividades de jardinería;2023T3;12,21
81 Servicios a edificios y actividades de jardinería;2023T2;14,26
81 Servicios a edificios y actividades de jardinería;2023T1;14,38
81 Servicios a edificios y actividades de jardinería;2022T4;12,07
81 Servicios a edificios y actividades de jardinería;2022T3;12,42
81 Servicios a edificios y actividades de jardinería;2022T2;13,68
81 Servicios a edificios y actividades de jardinería;2022T1;12,16
81 Servicios a edificios y actividades de jardinería;2021T4;11,71
81 Servicios a edificios y actividades de jardinería;2021T3;12,95
81 Servicios a edificios y actividades de jardinería;2021T2;12,41
81 Servicios a edificios y actividades de jardinería;2021T1;13,72
81 Servicios a edificios y actividades de jardinería;2020T4;11,86
81 Servicios a edificios y actividades de jardinería;2020T3;11,45
81 Servicios a edificios y actividades de jardinería;2020T2;11,83
81 Servicios a edificios y actividades de jardinería;2020T1;11,95
81 Servicios a edificios y actividades de jardinería;2019T4;10,22
81 Servicios a edificios y actividades de jardinería;2019T3;11,29
81 Servicios a edificios y actividades de jardinería;2019T2;10,13
81 Servicios a edificios y actividades de jardinería;2019T1;11,36
81 Servicios a edificios y actividades de jardinería;2018T4;9,87
81 Servicios a edificios y actividades de jardinería;2018T3;9,58
81 Servicios a edificios y actividades de jardinería;2018T2;11,34
81 Servicios a edificios y actividades de jardinería;2018T1;11,73
81 Servicios a edificios y actividades de jardinería;2017T4;10,85
81 Servicios a edificios y actividades de jardinería;2017T3;10,08
81 Servicios a edificios y actividades de jardinería;2017T2;10,61
81 Servicios a edificios y actividades de jardinería;2017T1;10,24
81 Servicios a edificios y actividades de jardinería;2016T4;10,88
81 Servicios a edificios y actividades de jardinería;2016T3;12,81
81 Servicios a edificios y actividades de jardinería;2016T2;11,61
81 Servicios a edificios y actividades de jardinería;2016T1;10,01
81 Servicios a edificios y actividades de jardinería;2015T4;12,36
81 Servicios a edificios y actividades de jardinería;2015T3;13,07
81 Servicios a edificios y actividades de jardinería;2015T2;14,5
81 Servicios a edificios y actividades de jardinería;2015T1;11,88
81 Servicios a edificios y actividades de jardinería;2014T4;10,04
81 Servicios a edificios y actividades de jardinería;2014T3;10,71
81 Servicios a edificios y actividades de jardinería;2014T2;12,03
81 Servicios a edificios y actividades de jardinería;2014T1;9,68
81 Servicios a edificios y actividades de jardinería;2013T4;10,24
81 Servicios a edificios y actividades de jardinería;2013T3;11,12
81 Servicios a edificios y actividades de jardinería;2013T2;12,05
81 Servicios a edificios y actividades de jardinería;2013T1;10,43
81 Servicios a edificios y actividades de jardinería;2012T4;9,49
81 Servicios a edificios y actividades de jardinería;2012T3;9,66
81 Servicios a edificios y actividades de jardinería;2012T2;9,45
81 Servicios a edificios y actividades de jardinería;2012T1;8,93
81 Servicios a edificios y actividades de jardinería;2011T4;9,87
81 Servicios a edificios y actividades de jardinería;2011T3;9,66
81 Servicios a edificios y actividades de jardinería;2011T2;10,28
81 Servicios a edificios y actividades de jardinería;2011T1;10,27
81 Servicios a edificios y actividades de jardinería;2010T4;9,36
81 Servicios a edificios y actividades de jardinería;2010T3;9,06
81 Servicios a edificios y actividades de jardinería;2010T2;10,9
81 Servicios a edificios y actividades de jardinería;2010T1;11,25
81 Servicios a edificios y actividades de jardinería;2009T4;11,06
81 Servicios a edificios y actividades de jardinería;2009T3;10,66
81 Servicios a edificios y actividades de jardinería;2009T2;11
81 Servicios a edificios y actividades de jardinería;2009T1;11,24
81 Servicios a edificios y actividades de jardinería;2008T4;10,31
81 Servicios a edificios y actividades de jardinería;2008T3;11,3
81 Servicios a edificios y actividades de jardinería;2008T2;10,4
81 Servicios a edificios y actividades de jardinería;2008T1;11,43
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2024T4;11,71
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2024T3;12,02
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2024T2;13,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2024T1;12,23
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2023T4;11,78
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2023T3;11,46
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2023T2;12,39
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2023T1;10,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2022T4;10,75
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2022T3;11,05
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2022T2;11,64
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2022T1;11,44
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2021T4;11,38
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2021T3;11,01
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2021T2;11,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2021T1;10,91
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2020T4;11,06
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2020T3;10,13
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2020T2;11,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2020T1;9,94
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2019T4;10,64
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2019T3;10,48
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2019T2;10,01
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2019T1;10,54
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2018T4;9,66
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2018T3;9,15
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2018T2;9,59
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2018T1;9,52
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2017T4;10,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2017T3;8,85
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2017T2;9,56
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2017T1;9,56
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2016T4;9,43
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2016T3;8,79
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;2016T2;9,25
