Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2012T4;96,5
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2012T3;53,64
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2012T2;97,04
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2012T1;108,42
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2011T4;78,65
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2011T3;55,2
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2011T2;80,72
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2011T1;72,84
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2010T4;65,96
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2010T3;85,68
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2010T2;59,17
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2010T1;85,52
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2009T4;90,66
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2009T3;51,52
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2009T2;65,12
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2009T1;82,41
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T4;99,11
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T3;61,32
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T2;62,58
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T1;60,17
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T4;715,72
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T3;709,97
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T2;700,02
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T1;696,38
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T4;691,12
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T3;686,19
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T2;677,58
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T1;673,35
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T4;640,72
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T3;631,12
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T2;627,81
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T1;628,43
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T4;613,25
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T3;603,11
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T2;601,38
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T1;590,98
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T4;594,78
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T3;577,11
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T2;538,34
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T1;582,17
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T4;585,09
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T3;589,72
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T2;578,95
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T1;573,85
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T4;572,65
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T3;567,12
17 Rioja, La;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T2;565
